codigo,descripcion_producto
7501108767527,CAPSULAS ADVIL MAX 400MG 10 PZ /1
7501008433553,TABLETA CAFIASPIRINA FORTE 24 UD /36
27501008433670,TABLETA CAFIASPIRINA 500MG 40 PZ /120
7501008433676,TABLETA CAFIASPIRINA 500MG 40 PZ /1
7501065628169,POMADA DE LA CAMPANA 75 GR /1
7501001168933,JARABE VICK 44 INF 240ML 240 ML /24
7501159731331,PRESERVATIVO DUREX SENSITIVO ULTRA 3 UD /6
7501842800436,AGUA OXIGENADA JALOMA 250 ML /1
17503004976550,GEL ANTIPIOJOS WL 250 ML /12
27501020612039,ALGODON PLISADO ZUUM 100 GR /24
27501020612022,ALGODON PLISADO ZUUM 50 GR /36
27501020612015,ALGODON PLISADO ZUUM 25 GR /18
27501020627071,APLICADORES ZUUM BEBE BOLSA 150 PZ /48
10013602001501,BICARBONATO 220 GR /50
7503009944182,JARABE HORUS BRONCOPULMUNAR 120 ML /1
7503005950033,ALCOHOL DE CANA SIN DESNATURALIZAR 60 200 ML /24
7503005950057,ALCOHOL DE CANA SIN DESNATURALIZA 60 400 ML /24
7503005950071,ALCOHOL DE CANA SIN DESNATURALIZAR 60 800 ML /12
20759684271056,COTONETES KIUTS JALOMA 20 UD /30
759684271052,COTONETES KIUTS JALOMA 20 UD /1
750128042646,GUANTES LATEX TENDY HANDY CHICO 12 PZ /12
7501728042653,GUANTES LATEX TENDY HANDY MEDIANO 12 PZ /12
7501728042660,GUANTES LATEX TENDY HANDY GRANDE 12 PZ /12
7501021166308,BACTERIN (DESINFECTANTE P/AGUA) 20 ML /24
7501143600025,ALBIOSAN DESINFECTANTE VERDURAS 15 ML /12
759684315107,AGUA OXIGENADA JALOMA 112 ML /64
20759684313077,MERTODOL ROJO FCO JALOMA S/CAJA 40 ML /150
20759684432105,GLICERINA FCO JALOMA 60 ML /150
7596841154058,VASELINA BCA JALOMA BEBE 60 GR /144
20759684154038,VASELINA JALOMA DE BEBE 30 GR /108
20759684154151,ACEITE JALOMA DE BEBE 120 ML /96
20759684900055,CREMA JALOMA DE ARNICA 30 GR /108
759684317075,VIOLETA DE GENCIANA JALOMA S/CAJA 40 ML /150
759684231407,GASA JALOMA 7.5X 5CM 200 EX /10
7501192600601,ALCOHOL DALUX DESNATURALIZADO 1000 ML /12
17501192600615,ALCOHOL DALUX DESNATURALIZADO 500 ML /24
175011922600622,ALCOHOL DALUX DESNATURALIZADO 250 ML /48
7501192600632,ALCOHOL DALUX DESNATURALIZADO 125ML 6 PZ /8
7501020609172,ALCOHOL DALUX DESNATURAL 125ML 6 PZ /1
17503014279436,CINTA MICROPOROSA PIEL 2.5 1 UD /24
759684316050,TELA ADHESIVA JALOMA SEDOSA 1.5CM 1.5M 8 UD /20
20759684317174,TINTURA DE YODO JALOMA FRASCO 40 ML /150
20759694313176,MERTODOL BLANCO FRASCO S/CAJA 40 ML /150
20759684352151,MINI BOTIQUIN JALOMA BLISTER 1 UD /32
20759684154144,GEL ANTIBACTERIAL JALOMA VITAMIA E C/AROMA 120 ML /96
7502214982477,CONDON PRUDENCE SABORY AROMA FRESA 1 UD /3
7502214982514,CONDON PRUDENCE SABOR Y AROMA CHOCOLATE 1 UD /3
7502214982491,CONDON PRUDENCE SABOR Y AROMA UVA 1 UD /3
7502214982538,CONDON PRUDENCE ANILLOS Y PUNTOS 1 UD /3
75022149982439,CONDON PRUDENCE RETARDANTE 1 UD /3
7502214982811,CONDON PRUDENCE SABOR Y AROMA MIXTO 1 UD /5
7502214982965,CONDON PRUDENCE CLASICO 1 UD /100
7503018302010,DUADYN BLISTER PACK 12/ 15 ML 15 ML /12
17501192601162,GEL DALUX ANTIBACTERIAL COCO LIMA 60 ML /48
17501192600288,ALGODON DALUX PLISADO 25 GR /200
7501192601400,APLICADORES DALUX EN BOLSA 6 PZ /4
7501020609240,APLICADORES DALUX EN BOLSA 6 PZ /1
17501192600837,APLICADORES DALUX EN BOTE 100 PZ /24
17501192601711,VENDITAS DALUX COLOR PIEL 10 PZ /24
17501192600165,BICARBONATO DALUX SODIO PURO 200 GR /40
650240007651,BIO-ELECTRO TABLETAS 24 PZ /1
17501008497590,ALKA SELTZER BOOST 10 UD /150
7501008497593,ALKA SELTZER BOOST 10 UD /1
7501008465592,CAPSULAS FLANAX C/10 10 TA /72
7501232010247,ECODYN 1 LT /20
9700042229601,ECODYN 1 LT /2
7501232010230,ECODYN 500 ML /24
9700042229701,ECODYN 500 ML /3
7501232010216,ECODYN BLISTER GOTERO 15 ML 12 UD /15
7501232010223,ECODYN BLISTER GOTERO 15 ML 12 UD /1
27501058799016,SICO 6 SAFETY Y 6 SENSIT 12 PZ /6
7501058799012,SICO 6 SAFETY Y 6 SESIT 12 PZ /1
17506163702428,ALCOHOL LAS CANITAS 225 ML /12
17506163702411,ALCOHOL LAS CANITAS 435 ML /12
7713045188840,PRESERVATIVO PREMIER SEC.DORADO C/3 12 PZ /80
7713045188802,PRESERV PREMIER SEC.DORADO C/3 12 PZ /1
7713045188857,PRESERVATIVO PREMIER SEC.COLAGE C/3 12 PZ /80
7713045188819,PRESERV PREMIER SEC.COLAGE C/3 12 PZ /1
7713045188826,PRESERVATIVO PREMIER RIBBED VDE C/3 12 PZ /80
7713045188796,PRESERV PREMIER RIBBED VDE C/3 12 PZ /1
7713045188833,PRESERVATIVO PREMIER SEC.AZUL C/3 12 PZ /80
7713045188789,PRESERVATIVO PREMIER SEC.AZUL C/3 12 PZ /1
7503000142204,ALCOHOL AG 1000 ML /12
7503000142303,ALCOHOL AG 500 ML /24
7503000142808,ALCOHOL AG 250 ML /36
7502213342630,ALCOHOL STO DOMINGO ET DESN 70Â° 125 ML /48
7502213342647,ALCOHOL STO DOMINGO ET DESN 70Â° 250 ML /36
7502213342654,ALCOHOL STO DOMINGO ET DESN 70Â° 500 ML /24
7502213342661,ALCOHOL STO DOMINGO ET DESN 70Â° 1 LT /12
7502213342678,ALCOHOL STO DOMINGO ET DESN 96Â° 125 ML /48
7502213342685,ALCOHOL STO DOMINGO ET DESN 96Â° 250 ML /36
7502213342692,ALCOHOL STO DOMINGO ET DESN 96Â° 500 ML /24
7502213342708,ALCOHOL STO DOMINGO ET DESN 96Â° 1 LT /12
7503015938076,ALCOHOL PURA CANITA 250 ML /24
7503015938069,ALCOHOL PURA CANITA 400 ML /24
7503015938052,ALCOHOL PURA CANITA 800 ML /12
7503015938113,ALCOHOL PURA CANITA 20 LT /1 XUN
7502244763794,GEL BLUMEN ANTIBACTERIAL NEUTRO 300 ML /12
7502244763787,GEL BLUMEN ANTIBACTERIAL CITRUS 300 ML /12
7500326210372,BICARBONATO PROCARE DE SODIO 100 GR /60
7503017713022,GEL PROCARE ANTIBACTERIAL 30 ML /64
7501065606044,LA CAMPANA POMADA TARRO 19 GR 20 PZ /1
7501065628145,LA CAMPANA POMADA TARRO 35 GR 20 PZ /12
7501065606051,LA CAMPANA POMADA TARRO 35 GR 20 PZ /1
20650240003954,GENOPRAZOL CAPSULAS 14 UD /4
10650240017114,XL-3 TABLETAS ANTIGRIPAL 8 UD /10
650240017117,XL-3 TABLETAS ANTIGRIPAL 8 UD /1
10650240024938,NIKZON TABLETAS 40 UD /10
650240024931,NIKZON TABLETAS 40 UD /1
10650240006644,ULTRA BENGUE 35 GR /10
650240006647,ULTRA BENGUE 35 GR /1
10650240028530,QG5 TABLETAS 10 UD /10
650240028533,QG5 TABLETAS 10 UD /1
9700042234100,GEL ARTLUX ANTIBACTERIAL 120 ML /12
650240017100,TABLETAS X-L3 VR 24 PZ /1
7503020529375,ALCOHOL SENCILLO ETILICO 125 ML /48
7503020529382,ALCOHOL SENCILLO ETILICO 250 ML /36
7503020529399,ALCOHOL SENCILLO ETILICO 500 ML /24
7503020529405,ALCOHOL SENCILLO ETILICO 1 LT /12
7501287685506,TABLETAS ADVIL 2X200 MG 12 PZ /1
650240029608,BOTIQUIN GENOMMA EXHIBIDOR ABARROTES 46 PZ /1
7501192600168,BICARBONATO DALUX SODIO 6 PZ /4
7501020608182,BICARBONATO DALUX SODIO 6 PZ /1
7501192600847,ALGODON DALUX BOLITAS 50PZ 6 PZ /4
7501020608144,ALGODON DALUX BOLITAS 50PZ 6 PZ /1
7501020608137,GASA ESTERIL ZUUM 10X10 6 PZ /4
7501020608120,VENDA ELASTICA ZUUM 5CMX5M 6 PZ /4
7501020609233,VENDA ELASTICA ZUUM 5CMX5M 6 PZ /1
7501020609219,VENDITAS ADHESIVA ZUUM PIEL 10PZ 6 PZ /4
9700042235601,VENDITAS ADHESIVA ZUUM PIEL 10PZ 6 PZ /1
7501020626155,ALMOHADILLA ZUUM MODD DESMAQUILLANTE 6 PZ /4
7501020607994,ALMOHADILLA ZUUM MODD DESMAQUILL 6 PZ /1
17501108763472,CAPSULAS ADVIL FAST GEL 200MG 10 PZ /24
7501108763475,CAPSULAS ADVIL FAST GEL 200MG 10 PZ /1
7503017500035,AGUA OXIGENADA SANAX 70ML 20 PZ /6
37503017500036,AGUA OXIGENADA SANAX 70ML 20 PZ /1
7503017500332,ALCANFOR SANAX FRASCO 200 GR /50
17503017500353,OXIDO DE ZINC SANAX 100 PZ /25
7503017500356,OXIDO DE ZINC SANAX 100 PZ /1
7503017500158,VASELINA SANAX PARA BEBE 70GR 24 PZ /96
17503017500155,VASELINA SANAX PARA BEBE 70GR 24 PZ /1
7503017500233,VASELINA SANAX PARA BEBE 120GR 18 PZ /4
17503017500230,VASELINA SANAX PARA BEBE 120GR 18 PZ /1
7506359601675,ALCOHOL S.L. ETILICO 70Â° 250 ML /36
7506359601699,ALCOHOL S.L. ETILICO 70Â° 1 LT /12
7506359601682,ALCOHOL S.L. ETILICO 70Â° 500 ML /24
7506359601576,MICROBICIDA MICROFIN 30 ML 10 PZ /24
17506359601573,MICROBICIDA MICROFIN 30 ML 10 PZ /1
17501559800207,BOTIQUIN GENERATIONI EXHIBIDOR OTC 1 PZ /1
10650240032193,TABLETAS KAOPECTATE ANTIDIARREICO 20 TA /10
650240032196,TABLETAS KAOPECTATE ANTIDIARREICO 20 TA /1
7500435110815,PEPTOBISMOL TABLETAS C/4 25 UD /12
27500435001964,PEPTOBISMOL TABLETAS C/4 25 UD /1
17501058791549,SAL DE UVAS PICOT 50´S+2 TEMPRA FORTE 1 PZ /50
7501058791542,SAL UVAS PICOT 50’S+2TEMPRA FORTE 1 PZ /1
650240025839,SHAMPOO INTIMO LOMECAN V USO EXTERNO 200 ML /12
650240030352,JABON INTIMO LOMECAN V ACLARANTE 100 GR /20
650240030345,JABON INTIMO LOMECAN V REAFIRMANTE 100 GR /20
650240028953,TABLETAS AH MICOL ADULTO 150 MG C/2 2 TA /10
7501020680461,AGUA OXIGENADA ZUUM 110ML 6 PZ /8
7501020609165,AGUA OXIGENADA ZUUM 110ML 6 PZ /1
7501020608366,APLICADORES DALUX 20PZ 20 PZ /1
7501159033442,PRESERVATIVO DUREX EXTRA SEGURO 3 PZ /6
7501159098922,PRESERVATIVO DUREX SENSACION INTENSA 3 PZ /6
7501020612011,ALGODON ZUUM PLISADO 25GR 6 PZ /3
7501020609141,ALGODON ZUUM PLISADO 25GR 6 PZ /1
7501020612028,ALGODON ZUUM PLISADO 50GR 6 PZ /6
7501020609158,ALGODON ZUUM PLISADO 50GR 6 PZ /1
17501058791051,SAL DE UVAS PICOT 50´S+2/8PZ GRANEODIN 1 PZ /56
7501058791054,SAL UVAS PICOT50S+2/8PZGRANEODIN 1 PZ /1
7501020609301,BOTIQUIN ZUUM MI TIENDITA EXHIBIDOR 1 PZ /1
10650240031707,NEXT TABLETAS 20 PZ /10
650240031700,NEXT TABLETAS 20 PZ /1
7501019037016,JABON INTIMO SABA FRESH 150 ML /12
7501019032455,TOALLITAS HUMEDAS SABA 12 UD /48
7501058715326,TEMPRA BOOST 500MG 12 TA /90
7501095452406,TEMPRA BOOST 500MG 12 TA /1
7501159033367,PRESERVATIVO DUREX PROFAM 3 PZ /6
650240003950,GENOPRAZOL CAPSULAS 14 UD /1
17501058792058,SAL DE UVAS PICOT 2/50S+12SO PICOT ADV 1 PZ /24
7501058792051,SAL UVAS PICOT2/50S+12S PICOT ADV 1 PZ /1
7501019037993,JABON INTIMO SABA V-NATURAL 200 ML /12
7501019038006,JABON INTIMO SABA V-NUTRITIVO 200 ML /12
7501019038198,JABON INTIMO SABA V-FRESH 200 ML /12
7500435128148,VICK VAP 3LAT 12GR+PEPTO 5 SOB C/4TAB 1 UD /24
7501943493940,TOALLITAS ESCUDO ANTIBACTERIAL 10’S 10 PZ /12
10033200011306,BICARBONATO ARM & HAMMER DE SODIO 227 GR /24
742873013816,MERMELADA LA NANTESANA FRESA 300 GR /24
7501006530285,MERMELADA DEL MONTE FRESA 270 GR /24
7502008081270,MIEL DE ABEJA MELISSA 1X350G 350 GR /1
7501052474052,MERMELADA CLEMENTE JACQUES FRESA SQUEZ 460 GR /12
58897091465,MERMELADA CORINA FRESA 320 GR /24
7502008081232,MIEL DE ABEJA MELISSA 1X1.4L 1 LT /1
7502223776005,CREMA DE CACAHUATE C/TROCIT ALADINO 340 GR /12
7501006539684,MERMELADA DEL MONTE FRESA 1000 GR /12
17501003336221,MERMELADA MC.CORMICK DURAZNO NO.8 270 GR /24
7501017005109,MERMELADA LA COSTENA PINA NO.8 260 GR /12
7501052474137,MERMELADA CLEMENTE JACQUES CHABACANO SQUEZZ 460 GR /12
8414555008008,MERMELADA LA VIEJA FAB MELOCOTO 350 GR /12
51500037959,MERMELADA SMUCKERS FRESA 142 GR /12
51500054888,MERMELADA SMUCKERS CHABACANO S/AZUCAR 285 GR /12
51500054871,MERMELADA SMUCKERS FRAMBUESA S/AZUCAR 285 GR /12
51500037980,MERMELADA SMUCKERS CHABACANO 340 GR /12
51500038048,MERMELADA SMUCKERS FRAMBUESA 340 GR /12
51500038055,MERMELADA SMUCKERS FRESA 340 GR /12
7501052474229,MERMELADA CLEMENTE JACQUES ZARZAM SQUEZZ 460 GR /12
7501052474328,MERMELADA CLEMENTE JACQUES FRAMB SQUEZ 460 GR /12
742873302231,CAJETA LA NANTESANA APACHURRABLE 340 GR /24
7502223776029,CREMA DE CACAHUATE ALADINO SUAVE 340 GR /12
58897101416,MERMELADA LOMA VERDE FRESA 320 GR /12
7501052474106,MERMELADA CLEME JACQ CHABACANO 500 GR /12
51500255162,CREMA DE CACAHUATE JIF CREAMY 454 GR /12
10013602005936,CAJETA PROMESA QUEMADA 330 GR /24
7230981200028,MIEL DE ABEJA FLOR DEL CARMEN 1X350GR & 350 GR /1
7230981200035,MIEL DE ABEJA FLOR DEL CARMEN 1X700G & 700 GR /1
7501052474342,MERMELADA CLEMENTE JACQUES PINA 270 GR /24
7501052474366,MERMELADA CLEMENTE JACQUES PINA 470 GR /12
742873302163,CAJETA LA NANTESANA LECHE VACA FRESA 235 GR /24
742873302026,CAJETA LA NANTESANA APACHURR+HARINA500 840 GR /9
80050100,NUTELLA CREMA AVELL PALITOS PAN 52GR 12 PZ /4 50192400
7501052474892,MERMELADA CLEMENTE J.FRES 270G+11%GRAT 300 GR /24
7501003309808,MERMELADA MC.CORMICK FRESA 450 GR /12
7501003309372,MERMEL MCCORMICK FRES+MERMEL PINA165G 500 GR /10
7503009944038,MIEL DE ABEJA HORUS NATURAL 24X365G& 365 GR /24
7506141600015,MERMELADA STAR FRUTS FRESA 350 GR /12
7501003336224,MERMELADA MCCORMICK DURAZNO NO.8 270 GR /24
7501003309389,MERMEL MCCORMICK FRES+MERMEL ZARZA165G 500 GR /10
7501003309341,MERMELADA MCCORMICK ZARZAMORA 165 GR /12
7501003309334,MERMELADA MCCORMICK PINA 165 GR /12
7501003310415,MERMELADA MCCORMICK ZARZAM+MINI MARIAS 500 GR /10
7501003312235,MERMELADA MCCORMICK FRESA 50GR REGALO 500 GR /12
7501000187300,CAJETA CORONADO ESPREAB QUEMADA 660 GR /12
74323083620,CAJETA CORONADO ESPREAB ENVINADA 370 GR /25
7501017005871,MERMELADA LA COSTENA ZARZAMORA 270 GR /12
7501017005130,MERMELADA LA COSTENA CHABACANO 270 GR /12
7501005120845,MIEL KARO MAPLE 3 LT /4
7502223775053,MIEL KARO BEBE 500 ML /12
7501024212033,MIEL DE MAPLE PRONTO 500 GR /12
27502223775019,MIEL KARO VAINILLA 250 ML /24
7502223775046,MIEL KARO VAINILLA 500 ML /12
7503009944090,MIEL DE ABEJA COLMENA DORADA NATURAL 250 GR /24
7501003306944,JARABE MC.CORMICK MIEL DE MAPLE 235 ML /12
7501003306951,JARABE MC.CORMICK MIEL DE MAPLE FRESA 235 ML /12
7501003306975,JARABE MC.CORMICK MIEL 235 ML /12
735257007075,JARABE D´GARI MAPLE 345 GR /18
7503009813099,MIEL DE ABEJA LIQUIDA MIEL DE ORO 360 GR /12
7503009813600,MIEL DE ABEJA CON FRESA BEE JOY 360 GR /12
7503009813617,MIEL DE ABEJA C/MANZANA BEE JOY 360 GR /12
7503009813624,MIEL DE ABEJA CON NUEZ BEE JOY 360 GR /12
7502223775329,MIEL KARO LIGHT 500 ML /12
7502223775312,MIEL KARO LIGHT 250 ML /24
759422121475,MIEL ORQUIDEA 363 GR /35
75012427,MIEL LOG CABIN MAPLE 469 GR /24 50192403
7501200484001,MIEL DE MAPLE PRONTO SQUEEZABLE 500 ML /12
7502223775367,MIEL KARO DE ABEJA 350 GR /24
7502223775350,MIEL KARO DE ABEJA 700 GR /12
9700044006200,MIEL DE ABEJA ACABEEZ 220 GR /12
9700044006300,MIEL DE ABEJA ACABEEZ 370 GR /24
7503019697160,MIEL DE ABEJA NATTURAMIEL 500 GR /24
7502223775466,MIEL KARO MAPLE POUCH 90 GR /24
7501003313966,MIEL CARLOTA D ABEJA+CJ TE MCC LIM 20S 300 GR /6
9700045000101,MOLE DONA MARIA 3/ 235 GR 235 GR /3
7501510625507,MOLE LA SOLEDAD NEGRO 500 GR /1
7501003149336,ADOBO DONA MARIA 235 GR /24
7501003149237,PIPIAN DONA MARIA 230 GR /24
7501114129104,ACHIOTE EL YUKA 100 GR /10
7501249702838,MOLE PROVINCIANO 125 GR /24
7501249722119,PIPIAN PROVINCIANO 125 GR /24
7501249701138,MOLE PROVINCIANO 3 KG /6
7501249701237,PIPIAN PROVINCIANO 3 KG /6
4920913001,ACHIOTE LA EXTRA 100 GR /48
7501017005369,MOLE LA COSTEÑA 235 GR /12
7501510635506,MOLE LA SOLEDAD ROJO 500 GR /1
27501045000156,MOLE ROJO ROGELIO BUENO 125 GR /24
7501114156148,ACHIOTE EL YUKA 1 KG /1
7501727401307,MOLE MAYORDOMO NEGRO1X500G &** 500 GR /1
7501727401321,MOLE MAYORDOMO ROJO1X500G &** 500 GR /1
7501003150158,MOLE DONA MARIA PASTA 375 GR /12
7501510629550,MOLE LA SOLEDAD COLORADITO 250 GR /1
7501510625255,MOLE LA SOLEDAD NEGRO 250 GR /1
7501510635254,MOLE LA SOLEDAD ROJO1X250G&** 250 GR /1
98450041000279,MOLE PROVINCIANO 10 KG /1
7501003110718,MOLE DONA MARIA + BARILLA FIDEO 2 540 GR /12
7501727401314,MOLE MAYORDOMO NEGRO1X250G &** 250 GR /1
7501727401338,MOLE MAYORDOMO ROJO1X250G &** 250 GR /1
7503005848330,MOLE EL MEJOR TELOLOAPAN ROJO 250 GR /24
7501249705013,ACHIOTE ZAPOPANO 1 KG /10
10076397007707,MOLE VERDE DONA CHONITA 350 GR /24
10076397007688,ADOBO DONA CHONITA 350 GR /24
10011848205578,ADOBO LA ANITA DE ACHIOTE LIQUIDO 350 ML /20
7501003105226,PIPIAN DONA MARIA 540 GR /12
7501013191158,JUMEX BIDA TAMARINDO 500 ML /12
19836200218,JUGO BOING TET-BRICK DURAZNO 500 ML /24
7501039400500,JUGO BOING TET-BRICK DURAZNO 1 LT /12
19836600049,BEBIDA BOING VIDRIO N/R UVA 354 ML /24
19836600025,BEBIDA BOING VIDRIO N/R MANGO 354 ML /24
7501013149814,JUMEX MINI LATA 3+1 180 ML SURTIDO 4 PZ /6
10031200610345,BEBIDA ARANDANO OCEAN SPRAY MANGO 1 LT /12
10031200610338,BEBIDA ARANDANO OCEAN SPRAY LIGHT 1 LT /12
7501013197204,CHISPAZO VIDRIO PERARINDA 450 ML /12
7501013197259,CHISPAZO VIDRIO BERRYLICIOUS 450 ML /12
75030346,MINI NECTAR VIGOR MANZANA 200 GR /40 50202601
75030360,MINI NECTAR VIGOR MANGO 200 GR /40 50202300
75030353,MINI NECTAR VIGOR DURAZNO 200 GR /40 50202704
7501013100990,JUMEX LATA BOTELLA COCO PINA 500 ML /12
7501013100228,JUMEX LATA BOTELLA GUANABANA 500 ML /12
7501013100440,JUMEX LATA BOTELLA LIGHT NECTAR MANZANA 500 ML /12
7501013100426,JUMEX LATA BOTELLA LIGHT NECTAR MANGO 500 ML /12
7501013100464,JUMEX LATA BOTELLA LIGHT NECTAR DURAZNO 500 ML /12
7501013100419,JUMEX LATA BOTELLA LIGHT NECTAR GUAYABA 500 ML /12
7501013100181,JUMEX LATA BOTELLA ARANDANO BERRIES 500 ML /12
7501013100303,JUMEX LATA BOTELLA ARANDANO 500 ML /12
7501013100334,JUMEX LATA BOTELLA GRANADA 500 ML /12
7501013163032,JUMEX AMI MANGO 3900 ML /5
7506306307124,JUGO ADES SURT. 200ML +SANDWICHERA 1 PK /6
7501059233676,KERMATO PET 950 ML /12
7501013174984,JUGO MINIBRICK LONCHERA 1X6 1 PA /1
7501013184624,JUMEX AMI NARANJA 1892 ML /8
7501013194791,JUMEX MINIBRICK 200ML PRECIO ESPECIAL 4 PZ /10
75010592336697,KERMATO PET 1800 ML /8
9700035079601,KERMATO PET +VALENTINA 1800 ML /2
7501013122305,JUGO JUMEX BRICK ARANDANO 1 LT /12
17501013100218,NECTAR JUMEX LATA BOTELLA FRESA 500 ML /12
750103174816,JUMEX BOTELLA 4X3 250 ML /6
17501013153023,JUMEX NECTAR LATA SURTIDA 335 ML /24
7501005117722,JUGO ADES NATURAL 200 ML /40
27501013189302,JUMEX SPORT DT LIMA LIMON +3 600 ML /12
7501005113793,JUGO ADES NUEZ 946 ML /12
7501013194081,JUGO JUMEX MINIBRICK MIX CARS 4 PACK 200ML 4 PZ /10
7503012313951,FRUTI QUEKO MINI BRIK MANGO 200 ML /40
7503012313630,FRULATTI KIWI FRESA 600 ML /12
7502254751620,FRUTI QUEKO 8 VERDURAS 600 ML /12
7503012313937,FRUTI QUEKO MINI BRIK MANZANA 200 ML /40
7503012313982,FRUTI QUEKO MINI BRIK DURAZNO 200 ML /40
7503012313944,FRUTI QUEKO MINI BRIK GUAYABA 200 ML /40
7503012313623,FRULATTI NARANJA ZANAHORIA 600 ML /12
7501013104561,BEBIDA VIGOR C/JUGO DE UVA 2 LT /6
7501013104943,BEBIDA VIGOR CITRUS PUNCH 2 LT /6
75010113104936,BEBIDA VIGOR FRUIT PUNCH 2 LT /6
19836103816,NECTAR BOING MANGO 350 ML /24
19836103809,NECTAR BOING FRESA 350 ML /24
19836103823,NECTAR BOING GUAYABA 350 ML /24
19836103632,NECTAR BOING UVA 350 ML /24
19836103601,NECTAR BOING LATA MANZANA 340 ML /24
19836103649,NECTAR BOING LATA DURAZNO 340 ML /24
19836710083,JUGO BRICK BOING MANZANA 200 ML /24
7501005115315,JUGO ADES SURTIDO + LONCHERA 200 ML /24
750105537477,JUGO VALLE FRUT MANZANA 600 ML /12
751055337415,JUGO VALLE FRUT UVA 600 ML /12
7501013135398,BEBIDA CARBONATADA FRUTASTICA FRESA GUAYABA 500 ML /12
7501013135978,BEBIDA CARBONATADA FRUTASTICA MANGO NARANJA 500 ML /12
7501013135992,BEBIDA CARBONATADA FRUTASTICA MANGO GUANABANA 500 ML /12
7501013135930,BEBIDA CARBONATADA FRUTASTICA BERRIES 500 ML /12
7501013170948,BEBIDA VIGOR CITRUS PUNCH 600 ML /18
7501013170931,BEBIDA VIGOR FRUIT PUNCH 600 ML /18
7501013170566,BEBIDA VIGOR UVA 600 ML /18
7501013170993,BEBIDA VIGOR MANZANA 600 ML /18
7411204801813,JUGO COSECHA PURA 1 LT /12
7501011392571,JUGO SPLASH V8 ZARZABROSO 320 ML /16
7501011392816,JUGO SPLASH V8 FRUT CITRUS 320 ML /16
7501011392861,JUGO SPLASH V8 GUAYA FRESONA 320 ML /16
7501011392588,JUGO SPLASH V8 KIWIFRESON 320 ML /16
7501011392823,JUGO SPLASH V8 TROPI FRESH 320 ML /16
7501011392564,JUGO SPLASH V8 ZANARANJA 320 ML /16
75010131947913,JUGO JUMEX MINI SURT PACK*NO ACTIVAR DUP* 4 PA /10
7501013164251,JUGO JUMEX TETRA SURTIDO PACK 1LT 3 PZ /4
7501013138856,JUMEX UNICOFRESCO COMBI NARANJA S/P 1 LT /12
7501013138979,JUMEX UNICOFRESCO COMBI NARANJA C/P 1 LT /12
7501013138184,JUMEX UNICOFRESCO COMBI NECT ARANDANO 1 LT /12
17501013138004,JUMEX UNICOFRESCO COMBI NECTAR DE GRANADA 1 LT /12
75043001,JUMEX TETRABRICK DURAZNO 125 ML /44 50202704
75043018,JUMEX TETRABRICK GUAYABA 125 ML /44 50202300
75042998,JUMEX TETRABRICK MANZANA 125 ML /44 50202601
75043025,JUMEX TETRABRICK MANGO 125 ML /44 50202300
7501031307289,JUGO JUMEX FRESH CONGA 2 LT /8
7501031307258,JUGO JUMEX FRESH CITRICOS 2 LT /8
7501031307210,JUGO JUMEX FRESH CITRICOS 600 ML /12
7501031307241,JUGO JUMEX FRESH CONGA 600 ML /12
7506306308435,JUGO ADES MIX FRUTAL PACK 200 ML 4 PZ /10
7501013196146,JUMEX BIDA UVA 1 LT /12
7501013196214,JUMEX BIDA FRESA 1 LT /12
7502254750050,NARANJADA FRUTI QUEKO SPORT CAP 330 ML /24
7501011390577,JUGO SPLASH SURTIDO 413 ML /12
7501011398887,JUGO SPLASH V8 NECTAR MANZANA 320 ML /12
7501011398894,JUGO SPLASH V8 NECTAR MANGO 320 ML /12
7501011398870,JUGO SPLASH V8 NECTAR DURAZNO 320 ML /12
7506306305397,JUGO ADES LACTEOS + VASO 200 ML /6
7501005111577,JUGO ADES FRUTAS TROPIC. FUTBOLERAS 200 ML /40
7501005111560,JUGO ADES FRUTAS TROPIC. FUTBOLERAS 946 ML /12
7501011393431,JUGO SPLASH V8 ZARZABROSO 200 ML /40
7501011393141,JUGO SPLASH V8 FRUT-CITRUS 200 ML /40
7501011393103,JUGO SPLASH V8 TROPI-FRESH 200 ML /40
7501011395152,JUGO SPLASH V8 ZANARANJA 200 ML /40
7501013117004,JUGO JUMEX MINIBRICK COCO PINA 200 ML /40
7501013122992,JUGO JUMEX BRICK PINA COCO 1 LT /12
7501013164459,JUGO AMI NARANJA LATA 680 ML /24
7501013164343,JUGO AMI LATA UVA 680 ML /24
7501013164442,JUGO AMI LATA MANZANA 680 ML /24
7501013180671,JUGO JUMEX UNICOFRESCO VERDE 1 LT /12
7501031307227,JUGO JUMEX FRESH SUN LIGTH UVA 600 ML /12
7501031307234,JUGO JUMEX FRESH SUN LIGTH MANZANA 600 ML /12
7501031307265,JUGO JUMEX FRESH UVA 2 LT /8
7501031307272,JUGO JUMEX FRESH MANZANA 2 LT /8
9700035095800,JUMEX FRUTZZO NARANJADA 600 ML /6
9700035095900,JUMEX FRUTZZO PINK CITRUS 600 ML /6
9700035096000,JUMEX FRUTZZO NARANJADA 1500 ML /6
9700035096100,JUMEX FRUTZZO PINK CITRUS 1500 ML /6
7501013144833,CAPRI-SUN MANZANA 200 ML /10
7501013144819,CAPRI-SUN MANGO 200 ML /10
7501013144963,CAPRI-SUN MANZANA Y FRESA 200 ML /10
7501013144338,CAPRI-SUN FRUTOS ROJOS 200 ML /10
